gene	gene_id	polyA_length	G_readsnum	average_G_content
AT2G34310|AT2G34310.4	AT2G34310	29	NA	NA
AT2G34357|AT2G34357.1	AT2G34357	28	NA	NA
AT2G34790|AT2G34790.1	AT2G34790	41	NA	NA
AT2G35020|AT2G35020.1	AT2G35020	33	NA	NA
AT2G35100|AT2G35100.1	AT2G35100	32	NA	NA
AT2G35170|AT2G35170.1	AT2G35170	21	NA	NA
AT2G35200|AT2G35200.1	AT2G35200	35	NA	NA
AT2G35230|AT2G35230.1	AT2G35230	33	NA	NA
AT2G35230|AT2G35230.2	AT2G35230	43	NA	NA
AT2G35230|AT2G35230.3	AT2G35230	32	NA	NA
AT2G35620|AT2G35620.1	AT2G35620	30	NA	NA
AT2G35620|AT2G35620.2	AT2G35620	36	NA	NA
AT2G36370|AT2G36370.1	AT2G36370	29	NA	NA
AT2G36680|AT2G36680.2	AT2G36680	34	NA	NA
AT2G36850|AT2G36850.1	AT2G36850	21	NA	NA
AT2G36870|AT2G36870.1	AT2G36870	39	NA	NA
AT2G36960|AT2G36960.3	AT2G36960	31	NA	NA
AT2G37025|AT2G37025.3	AT2G37025	44	NA	NA
AT2G37080|AT2G37080.3	AT2G37080	32	NA	NA
AT2G37100|AT2G37100.1	AT2G37100	41	NA	NA
AT2G37180|AT2G37180.1	AT2G37180	23	NA	NA
AT2G37340|AT2G37340.2	AT2G37340	37	NA	NA
AT2G37750|AT2G37750.1	AT2G37750	25	NA	NA
AT2G37760|AT2G37760.2	AT2G37760	44	NA	NA
AT2G38650|AT2G38650.1	AT2G38650	19	NA	NA
AT2G39560|AT2G39560.1	AT2G39560	40	NA	NA
AT2G39770|AT2G39770.3	AT2G39770	33	NA	NA
AT2G39840|AT2G39840.1	AT2G39840	42	NA	NA
AT2G40095|AT2G40095.1	AT2G40095	29	NA	NA
AT2G40240|AT2G40240.1	AT2G40240	48	NA	NA
AT2G40360|AT2G40360.2	AT2G40360	21	NA	NA
AT2G40430|AT2G40430.1	AT2G40430	23	NA	NA
AT2G41600|AT2G41600.7	AT2G41600	20	NA	NA
AT2G41640|AT2G41640.2	AT2G41640	22	NA	NA
AT2G42120|AT2G42120.2	AT2G42120	39	NA	NA
AT2G42300|AT2G42300.3	AT2G42300	31	NA	NA
AT2G42485|AT2G42485.1	AT2G42485	38	NA	NA
AT2G42650|AT2G42650.1	AT2G42650	25	NA	NA
AT2G43040|AT2G43040.2	AT2G43040	30	NA	NA
AT2G43050|AT2G43050.1	AT2G43050	33	NA	NA
AT2G43070|AT2G43070.3	AT2G43070	25	NA	NA
AT2G43070|AT2G43070.4	AT2G43070	23	NA	NA
AT2G43260|AT2G43260.2	AT2G43260	35	NA	NA
AT2G43640|AT2G43640.1	AT2G43640	32	NA	NA
AT2G43680|AT2G43680.2	AT2G43680	24	NA	NA
AT2G44580|AT2G44580.1	AT2G44580	32	NA	NA
AT2G44710|AT2G44710.1	AT2G44710	38	NA	NA
AT2G44750|AT2G44750.1	AT2G44750	39	NA	NA
AT2G44970|AT2G44970.2	AT2G44970	31	NA	NA
AT2G45080|AT2G45080.1	AT2G45080	25	NA	NA
AT2G45330|AT2G45330.1	AT2G45330	34	NA	NA
AT2G46370|AT2G46370.2	AT2G46370	22	NA	NA
AT2G46370|AT2G46370.3	AT2G46370	29	NA	NA
AT2G46550|AT2G46550.2	AT2G46550	30	NA	NA
AT2G46580|AT2G46580.1	AT2G46580	37	NA	NA
AT2G46670|AT2G46670.1	AT2G46670	34	NA	NA
AT2G46680|AT2G46680.1	AT2G46680	30	NA	NA
AT2G46700|AT2G46700.3	AT2G46700	26	NA	NA
AT2G46750|AT2G46750.1	AT2G46750	19	NA	NA
AT2G47130|AT2G47130.1	AT2G47130	34	NA	NA
AT2G47500|AT2G47500.2	AT2G47500	32	NA	NA
AT2G47540|AT2G47540.1	AT2G47540	30	NA	NA
AT2G47550|AT2G47550.1	AT2G47550	19	NA	NA
AT2G47630|AT2G47630.2	AT2G47630	15	NA	NA
AT2G47890|AT2G47890.3	AT2G47890	31	NA	NA
AT2G47950|AT2G47950.2	AT2G47950	21	NA	NA
AT2G48130|AT2G48130.1	AT2G48130	39	NA	NA
AT2G48130|AT2G48130.3	AT2G48130	32	NA	NA
AT3G01150|AT3G01150.3	AT3G01150	38	NA	NA
AT3G01210|AT3G01210.1	AT3G01210	25	NA	NA
AT3G01410|AT3G01410.2	AT3G01410	42	NA	NA
AT3G01490|AT3G01490.1	AT3G01490	18	NA	NA
AT3G01540|AT3G01540.2	AT3G01540	42	NA	NA
AT3G01590|AT3G01590.1	AT3G01590	36	NA	NA
AT3G01650|AT3G01650.2	AT3G01650	39	NA	NA
AT3G01810|AT3G01810.3	AT3G01810	31	NA	NA
AT3G01850|AT3G01850.2	AT3G01850	22	NA	NA
AT3G02290|AT3G02290.1	AT3G02290	39	NA	NA
AT3G03000|AT3G03000.1	AT3G03000	28	NA	NA
AT3G03170|AT3G03170.1	AT3G03170	34	NA	NA
AT3G03550|AT3G03550.1	AT3G03550	19	NA	NA
AT3G03773|AT3G03773.1	AT3G03773	24	NA	NA
AT3G04165|AT3G04165.1	AT3G04165	44	NA	NA
AT3G04210|AT3G04210.2	AT3G04210	27	NA	NA
AT3G04810|AT3G04810.1	AT3G04810	35	NA	NA
AT3G05640|AT3G05640.3	AT3G05640	32	NA	NA
AT3G06030|AT3G06030.1	AT3G06030	17	NA	NA
AT3G06190|AT3G06190.5	AT3G06190	30	NA	NA
AT3G07020|AT3G07020.2	AT3G07020	17	NA	NA
AT3G07140|AT3G07140.2	AT3G07140	29	NA	NA
AT3G07340|AT3G07340.1	AT3G07340	33	NA	NA
AT3G07420|AT3G07420.2	AT3G07420	37	NA	NA
AT3G07550|AT3G07550.3	AT3G07550	26	NA	NA
AT3G07670|AT3G07670.2	AT3G07670	41	NA	NA
AT3G07760|AT3G07760.9	AT3G07760	22	NA	NA
AT3G07860|AT3G07860.1	AT3G07860	30	NA	NA
AT3G07870|AT3G07870.1	AT3G07870	27	NA	NA
AT3G09180|AT3G09180.2	AT3G09180	33	NA	NA
AT3G09690|AT3G09690.2	AT3G09690	26	NA	NA
AT3G10572|AT3G10572.2	AT3G10572	34	NA	NA
AT3G10620|AT3G10620.1	AT3G10620	23	NA	NA
AT3G10720|AT3G10720.2	AT3G10720	49	NA	NA
AT3G11230|AT3G11230.4	AT3G11230	36	NA	NA
AT3G11591|AT3G11591.1	AT3G11591	33	NA	NA
AT3G11910|AT3G11910.3	AT3G11910	37	NA	NA
AT3G12350|AT3G12350.1	AT3G12350	21	NA	NA
AT3G12570|AT3G12570.4	AT3G12570	36	NA	NA
AT3G12730|AT3G12730.1	AT3G12730	26	NA	NA
AT3G13080|AT3G13080.2	AT3G13080	31	NA	NA
AT3G13230|AT3G13230.1	AT3G13230	47	NA	NA
AT3G13350|AT3G13350.1	AT3G13350	19	NA	NA
AT3G13590|AT3G13590.1	AT3G13590	26	NA	NA
AT3G14000|AT3G14000.2	AT3G14000	33	NA	NA
AT3G14620|AT3G14620.1	AT3G14620	30	NA	NA
AT3G14720|AT3G14720.3	AT3G14720	33	NA	NA
AT3G14830|AT3G14830.2	AT3G14830	40	NA	NA
AT3G15358|AT3G15358.1	AT3G15358	18	NA	NA
AT3G16120|AT3G16120.1	AT3G16120	31	NA	NA
AT3G16230|AT3G16230.7	AT3G16230	20	NA	NA
AT3G16260|AT3G16260.2	AT3G16260	30	NA	NA
AT3G16940|AT3G16940.3	AT3G16940	39	NA	NA
AT3G17000|AT3G17000.1	AT3G17000	28	NA	NA
AT3G17440|AT3G17440.1	AT3G17440	27	NA	NA
AT3G17470|AT3G17470.1	AT3G17470	19	NA	NA
AT3G17770|AT3G17770.1	AT3G17770	38	NA	NA
AT3G18350|AT3G18350.1	AT3G18350	30	NA	NA
AT3G18370|AT3G18370.1	AT3G18370	20	NA	NA
AT3G18430|AT3G18430.3	AT3G18430	32	NA	NA
AT3G18535|AT3G18535.2	AT3G18535	48	NA	NA
AT3G18800|AT3G18800.1	AT3G18800	18	NA	NA
AT3G19190|AT3G19190.1	AT3G19190	40	NA	NA
AT3G19290|AT3G19290.1	AT3G19290	23	NA	NA
AT3G19370|AT3G19370.2	AT3G19370	24	NA	NA
AT3G19400|AT3G19400.1	AT3G19400	53	NA	NA
AT3G20020|AT3G20020.1	AT3G20020	24	NA	NA
AT3G20320|AT3G20320.2	AT3G20320	36	NA	NA
AT3G20660|AT3G20660.1	AT3G20660	25	NA	NA
AT3G21160|AT3G21160.1	AT3G21160	23	NA	NA
AT3G21220|AT3G21220.1	AT3G21220	42	NA	NA
AT3G21290|AT3G21290.1	AT3G21290	29	NA	NA
AT3G21350|AT3G21350.1	AT3G21350	26	NA	NA
AT3G21670|AT3G21670.1	AT3G21670	34	NA	NA
AT3G21755|AT3G21755.5	AT3G21755	36	NA	NA
AT3G22380|AT3G22380.1	AT3G22380	25	NA	NA
AT3G23280|AT3G23280.1	AT3G23280	29	NA	NA
AT3G23470|AT3G23470.2	AT3G23470	23	NA	NA
AT3G23540|AT3G23540.1	AT3G23540	20	NA	NA
AT3G23640|AT3G23640.1	AT3G23640	26	NA	NA
AT3G24080|AT3G24080.1	AT3G24080	37	NA	NA
AT3G24080|AT3G24080.3	AT3G24080	32	NA	NA
AT3G24560|AT3G24560.1	AT3G24560	41	NA	NA
AT3G25210|AT3G25210.1	AT3G25210	22	NA	NA
AT3G25620|AT3G25620.1	AT3G25620	45	NA	NA
AT3G25800|AT3G25800.1	AT3G25800	42	NA	NA
AT3G26080|AT3G26080.1	AT3G26080	30	NA	NA
AT3G26085|AT3G26085.2	AT3G26085	23	NA	NA
AT3G26600|AT3G26600.2	AT3G26600	36	NA	NA
AT3G26900|AT3G26900.3	AT3G26900	35	NA	NA
AT3G27150|AT3G27150.2	AT3G27150	25	NA	NA
AT3G27200|AT3G27200.1	AT3G27200	18	NA	NA
AT3G27250|AT3G27250.2	AT3G27250	19	NA	NA
AT3G27300|AT3G27300.4	AT3G27300	35	NA	NA
AT3G27325|AT3G27325.2	AT3G27325	33	NA	NA
AT3G27400|AT3G27400.2	AT3G27400	19	NA	NA
AT3G28070|AT3G28070.5	AT3G28070	18	NA	NA
AT3G28670|AT3G28670.3	AT3G28670	23	NA	NA
AT3G29185|AT3G29185.1	AT3G29185	30	NA	NA
AT3G29400|AT3G29400.1	AT3G29400	38	NA	NA
AT3G29575|AT3G29575.4	AT3G29575	22	NA	NA
AT3G43270|AT3G43270.1	AT3G43270	31	NA	NA
AT3G45040|AT3G45040.1	AT3G45040	32	NA	NA
AT3G45050|AT3G45050.3	AT3G45050	37	NA	NA
AT3G46790|AT3G46790.1	AT3G46790	39	NA	NA
AT3G47180|AT3G47180.1	AT3G47180	39	NA	NA
AT3G47530|AT3G47530.1	AT3G47530	31	NA	NA
AT3G47730|AT3G47730.1	AT3G47730	23	NA	NA
AT3G47820|AT3G47820.1	AT3G47820	23	NA	NA
AT3G48100|AT3G48100.1	AT3G48100	25	NA	NA
AT3G48120|AT3G48120.1	AT3G48120	25	NA	NA
AT3G48450|AT3G48450.1	AT3G48450	37	NA	NA
AT3G48870|AT3G48870.4	AT3G48870	44	NA	NA
AT3G49500|AT3G49500.3	AT3G49500	23	NA	NA
AT3G49580|AT3G49580.1	AT3G49580	43	NA	NA
AT3G49590|AT3G49590.2	AT3G49590	27	NA	NA
AT3G50480|AT3G50480.1	AT3G50480	40	NA	NA
AT3G51090|AT3G51090.1	AT3G51090	16	NA	NA
AT3G51350|AT3G51350.1	AT3G51350	29	NA	NA
AT3G51370|AT3G51370.2	AT3G51370	36	NA	NA
AT3G51430|AT3G51430.2	AT3G51430	33	NA	NA
AT3G51850|AT3G51850.3	AT3G51850	38	NA	NA
AT3G51950|AT3G51950.1	AT3G51950	21	NA	NA
AT3G52210|AT3G52210.2	AT3G52210	24	NA	NA
AT3G52640|AT3G52640.3	AT3G52640	25	NA	NA
AT3G53250|AT3G53250.1	AT3G53250	32	NA	NA
AT3G53480|AT3G53480.1	AT3G53480	31	NA	NA
AT3G53570|AT3G53570.3	AT3G53570	24	NA	NA
AT3G54910|AT3G54910.1	AT3G54910	22	NA	NA
AT3G54980|AT3G54980.1	AT3G54980	21	NA	NA
AT3G55490|AT3G55490.1	AT3G55490	24	NA	NA
AT3G56510|AT3G56510.2	AT3G56510	22	NA	NA
AT3G56710|AT3G56710.2	AT3G56710	30	NA	NA
AT3G57170|AT3G57170.1	AT3G57170	28	NA	NA
AT3G57480|AT3G57480.1	AT3G57480	18	NA	NA
AT3G57720|AT3G57720.1	AT3G57720	39	NA	NA
AT3G57810|AT3G57810.2	AT3G57810	42	NA	NA
AT3G58270|AT3G58270.3	AT3G58270	19	NA	NA
AT3G59290|AT3G59290.1	AT3G59290	20	NA	NA
AT3G60200|AT3G60200.1	AT3G60200	16	NA	NA
AT3G60260|AT3G60260.1	AT3G60260	40	NA	NA
AT3G60500|AT3G60500.4	AT3G60500	28	NA	NA
AT3G61520|AT3G61520.1	AT3G61520	19	NA	NA
AT3G61850|AT3G61850.4	AT3G61850	42	NA	NA
AT3G62000|AT3G62000.2	AT3G62000	28	NA	NA
AT3G62060|AT3G62060.1	AT3G62060	23	NA	NA
AT3G62140|AT3G62140.1	AT3G62140	26	NA	NA
AT3G62190|AT3G62190.1	AT3G62190	22	NA	NA
AT3G63052|AT3G63052.1	AT3G63052	24	NA	NA
AT3G63250|AT3G63250.1	AT3G63250	33	NA	NA
AT4G00150|AT4G00150.1	AT4G00150	26	NA	NA
AT4G00200|AT4G00200.1	AT4G00200	23	NA	NA
AT4G00230|AT4G00230.1	AT4G00230	27	NA	NA
AT4G00290|AT4G00290.1	AT4G00290	35	NA	NA
AT4G00355|AT4G00355.3	AT4G00355	24	NA	NA
AT4G00420|AT4G00420.4	AT4G00420	19	NA	NA
AT4G00420|AT4G00420.5	AT4G00420	41	NA	NA
AT4G00710|AT4G00710.1	AT4G00710	35	NA	NA
AT4G00940|AT4G00940.1	AT4G00940	26	NA	NA
AT4G01210|AT4G01210.1	AT4G01210	25	NA	NA
AT4G01360|AT4G01360.1	AT4G01360	41	NA	NA
AT4G01590|AT4G01590.2	AT4G01590	25	NA	NA
AT4G02010|AT4G02010.1	AT4G02010	38	NA	NA
AT4G02890|AT4G02890.1	AT4G02890	41	NA	NA
AT4G03020|AT4G03020.3	AT4G03020	27	NA	NA
AT4G03400|AT4G03400.1	AT4G03400	35	NA	NA
AT4G03540|AT4G03540.1	AT4G03540	44	NA	NA
AT4G04330|AT4G04330.1	AT4G04330	35	NA	NA
AT4G04614|AT4G04614.2	AT4G04614	18	NA	NA
AT4G04920|AT4G04920.3	AT4G04920	42	NA	NA
AT4G05010|AT4G05010.1	AT4G05010	24	NA	NA
AT4G05020|AT4G05020.1	AT4G05020	23	NA	NA
AT4G07070|AT4G07070.1	AT4G07070	22	NA	NA
AT4G08180|AT4G08180.1	AT4G08180	31	NA	NA
AT4G08700|AT4G08700.1	AT4G08700	23	NA	NA
AT4G09500|AT4G09500.1	AT4G09500	34	NA	NA
AT4G10280|AT4G10280.1	AT4G10280	43	NA	NA
AT4G11090|AT4G11090.1	AT4G11090	38	NA	NA
AT4G11110|AT4G11110.1	AT4G11110	33	NA	NA
AT4G11140|AT4G11140.1	AT4G11140	18	NA	NA
AT4G11190|AT4G11190.1	AT4G11190	26	NA	NA
AT4G11920|AT4G11920.1	AT4G11920	26	NA	NA
AT4G12400|AT4G12400.1	AT4G12400	20	NA	NA
AT4G12790|AT4G12790.3	AT4G12790	25	NA	NA
AT4G13450|AT4G13450.1	AT4G13450	31	NA	NA
AT4G13600|AT4G13600.1	AT4G13600	23	NA	NA
AT4G13630|AT4G13630.1	AT4G13630	36	NA	NA
AT4G13640|AT4G13640.1	AT4G13640	44	NA	NA
AT4G13670|AT4G13670.1	AT4G13670	34	NA	NA
AT4G13670|AT4G13670.3	AT4G13670	24	NA	NA
AT4G14070|AT4G14070.1	AT4G14070	25	NA	NA
AT4G14342|AT4G14342.1	AT4G14342	21	NA	NA
AT4G14560|AT4G14560.1	AT4G14560	44	NA	NA
AT4G14660|AT4G14660.3	AT4G14660	26	NA	NA
AT4G14680|AT4G14680.1	AT4G14680	26	NA	NA
AT4G14746|AT4G14746.2	AT4G14746	18	NA	NA
AT4G15248|AT4G15248.1	AT4G15248	27	NA	NA
AT4G15380|AT4G15380.1	AT4G15380	30	NA	NA
AT4G16140|AT4G16140.2	AT4G16140	23	NA	NA
AT4G16265|AT4G16265.2	AT4G16265	27	NA	NA
AT4G16566|AT4G16566.3	AT4G16566	37	NA	NA
AT4G16957|AT4G16957.1	AT4G16957	46	NA	NA
AT4G17300|AT4G17300.1	AT4G17300	23	NA	NA
AT4G17800|AT4G17800.1	AT4G17800	27	NA	NA
AT4G17890|AT4G17890.2	AT4G17890	24	NA	NA
AT4G17895|AT4G17895.1	AT4G17895	39	NA	NA
AT4G17960|AT4G17960.1	AT4G17960	28	NA	NA
AT4G18020|AT4G18020.8	AT4G18020	26	NA	NA
AT4G18975|AT4G18975.2	AT4G18975	23	NA	NA
AT4G19003|AT4G19003.2	AT4G19003	22	NA	NA
AT4G19180|AT4G19180.1	AT4G19180	27	NA	NA
AT4G19230|AT4G19230.2	AT4G19230	42	NA	NA
AT4G19450|AT4G19450.2	AT4G19450	25	NA	NA
AT4G19530|AT4G19530.2	AT4G19530	46	NA	NA
AT4G20980|AT4G20980.2	AT4G20980	30	NA	NA
AT4G21190|AT4G21190.1	AT4G21190	34	NA	NA
AT4G21215|AT4G21215.1	AT4G21215	43	NA	NA
AT4G22200|AT4G22200.2	AT4G22200	44	NA	NA
AT4G22235|AT4G22235.1	AT4G22235	25	NA	NA
AT4G22750|AT4G22750.1	AT4G22750	36	NA	NA
AT4G22840|AT4G22840.1	AT4G22840	50	NA	NA
AT4G23570|AT4G23570.3	AT4G23570	39	NA	NA
AT4G23750|AT4G23750.1	AT4G23750	26	NA	NA
AT4G24210|AT4G24210.1	AT4G24210	32	NA	NA
AT4G24230|AT4G24230.3	AT4G24230	29	NA	NA
AT4G24240|AT4G24240.2	AT4G24240	25	NA	NA
AT4G24270|AT4G24270.1	AT4G24270	22	NA	NA
AT4G24270|AT4G24270.3	AT4G24270	37	NA	NA
AT4G24590|AT4G24590.1	AT4G24590	37	NA	NA
AT4G24940|AT4G24940.1	AT4G24940	45	NA	NA
AT4G25020|AT4G25020.1	AT4G25020	34	NA	NA
AT4G25030|AT4G25030.1	AT4G25030	34	NA	NA
AT4G25090|AT4G25090.1	AT4G25090	27	NA	NA
AT4G25150|AT4G25150.1	AT4G25150	22	NA	NA
AT4G25315|AT4G25315.1	AT4G25315	49	NA	NA
AT4G25380|AT4G25380.1	AT4G25380	36	NA	NA
AT4G26100|AT4G26100.1	AT4G26100	40	NA	NA
AT4G26430|AT4G26430.1	AT4G26430	20	NA	NA
AT4G26450|AT4G26450.2	AT4G26450	33	NA	NA
AT4G26550|AT4G26550.1	AT4G26550	23	NA	NA
AT4G26670|AT4G26670.1	AT4G26670	29	NA	NA
AT4G27710|AT4G27710.2	AT4G27710	42	NA	NA
AT4G27740|AT4G27740.1	AT4G27740	51	NA	NA
AT4G27745|AT4G27745.2	AT4G27745	21	NA	NA
AT4G27830|AT4G27830.1	AT4G27830	21	NA	NA
AT4G28330|AT4G28330.1	AT4G28330	20	NA	NA
AT4G28370|AT4G28370.2	AT4G28370	28	NA	NA
AT4G28600|AT4G28600.3	AT4G28600	29	NA	NA
AT4G29590|AT4G29590.1	AT4G29590	25	NA	NA
AT4G29930|AT4G29930.1	AT4G29930	27	NA	NA
AT4G30190|AT4G30190.2	AT4G30190	48	NA	NA
AT4G30480|AT4G30480.1	AT4G30480	19	NA	NA
AT4G30500|AT4G30500.1	AT4G30500	32	NA	NA
AT4G31410|AT4G31410.1	AT4G31410	18	NA	NA
AT4G31670|AT4G31670.1	AT4G31670	44	NA	NA
AT4G31800|AT4G31800.3	AT4G31800	21	NA	NA
AT4G31850|AT4G31850.1	AT4G31850	42	NA	NA
AT4G31860|AT4G31860.2	AT4G31860	22	NA	NA
AT4G31870|AT4G31870.1	AT4G31870	41	NA	NA
AT4G33520|AT4G33520.3	AT4G33520	38	NA	NA
AT4G33565|AT4G33565.1	AT4G33565	33	NA	NA
AT4G33740|AT4G33740.1	AT4G33740	34	NA	NA
AT4G33920|AT4G33920.3	AT4G33920	34	NA	NA
AT4G34100|AT4G34100.1	AT4G34100	44	NA	NA
AT4G34800|AT4G34800.1	AT4G34800	29	NA	NA
AT4G34860|AT4G34860.1	AT4G34860	38	NA	NA
AT4G35020|AT4G35020.3	AT4G35020	22	NA	NA
AT4G35160|AT4G35160.1	AT4G35160	17	NA	NA
AT4G35210|AT4G35210.1	AT4G35210	15	NA	NA
AT4G35300|AT4G35300.1	AT4G35300	31	NA	NA
AT4G35300|AT4G35300.2	AT4G35300	32	NA	NA
AT4G35300|AT4G35300.5	AT4G35300	23	NA	NA
AT4G35300|AT4G35300.7	AT4G35300	36	NA	NA
AT4G35800|AT4G35800.1	AT4G35800	27	NA	NA
AT4G35920|AT4G35920.3	AT4G35920	48	NA	NA
AT4G36180|AT4G36180.1	AT4G36180	22	NA	NA
AT4G36360|AT4G36360.1	AT4G36360	40	NA	NA
AT4G36690|AT4G36690.4	AT4G36690	48	NA	NA
AT4G36790|AT4G36790.1	AT4G36790	43	NA	NA
AT4G36870|AT4G36870.2	AT4G36870	22	NA	NA
AT4G37270|AT4G37270.1	AT4G37270	31	NA	NA
AT4G37540|AT4G37540.1	AT4G37540	24	NA	NA
AT4G38062|AT4G38062.1	AT4G38062	31	NA	NA
AT4G38200|AT4G38200.1	AT4G38200	21	NA	NA
AT4G38200|AT4G38200.2	AT4G38200	43	NA	NA
AT4G38545|AT4G38545.2	AT4G38545	24	NA	NA
AT4G38700|AT4G38700.1	AT4G38700	20	NA	NA
AT4G39460|AT4G39460.3	AT4G39460	27	NA	NA
AT4G39670|AT4G39670.1	AT4G39670	43	NA	NA
AT4G39820|AT4G39820.1	AT4G39820	34	NA	NA
AT4G40050|AT4G40050.1	AT4G40050	35	NA	NA
AT5G01200|AT5G01200.1	AT5G01200	26	NA	NA
AT5G01370|AT5G01370.1	AT5G01370	39	NA	NA
AT5G02030|AT5G02030.1	AT5G02030	31	NA	NA
AT5G02040|AT5G02040.2	AT5G02040	37	NA	NA
AT5G02060|AT5G02060.1	AT5G02060	26	NA	NA
AT5G02150|AT5G02150.2	AT5G02150	20	NA	NA
AT5G02230|AT5G02230.3	AT5G02230	34	NA	NA
AT5G02290|AT5G02290.2	AT5G02290	29	NA	NA
AT5G02490|AT5G02490.1	AT5G02490	23	NA	NA
AT5G02780|AT5G02780.1	AT5G02780	20	NA	NA
AT5G03770|AT5G03770.1	AT5G03770	29	NA	NA
AT5G04280|AT5G04280.2	AT5G04280	30	NA	NA
AT5G04970|AT5G04970.1	AT5G04970	26	NA	NA
AT5G05470|AT5G05470.1	AT5G05470	36	NA	NA
AT5G05580|AT5G05580.1	AT5G05580	42	NA	NA
AT5G05580|AT5G05580.2	AT5G05580	28	NA	NA
AT5G05740|AT5G05740.1	AT5G05740	22	NA	NA
AT5G06230|AT5G06230.1	AT5G06230	29	NA	NA
AT5G06260|AT5G06260.3	AT5G06260	37	NA	NA
AT5G06680|AT5G06680.1	AT5G06680	23	NA	NA
AT5G06910|AT5G06910.1	AT5G06910	19	NA	NA
AT5G06950|AT5G06950.5	AT5G06950	24	NA	NA
AT5G07040|AT5G07040.1	AT5G07040	37	NA	NA
AT5G08080|AT5G08080.3	AT5G08080	22	NA	NA
AT5G08350|AT5G08350.1	AT5G08350	34	NA	NA
AT5G08535|AT5G08535.3	AT5G08535	30	NA	NA
AT5G08580|AT5G08580.2	AT5G08580	32	NA	NA
AT5G08660|AT5G08660.1	AT5G08660	41	NA	NA
AT5G09315|AT5G09315.1	AT5G09315	25	NA	NA
AT5G09995|AT5G09995.3	AT5G09995	23	NA	NA
AT5G10330|AT5G10330.5	AT5G10330	34	NA	NA
AT5G10605|AT5G10605.1	AT5G10605	42	NA	NA
AT5G11380|AT5G11380.3	AT5G11380	46	NA	NA
AT5G11710|AT5G11710.3	AT5G11710	24	NA	NA
AT5G11720|AT5G11720.1	AT5G11720	42	NA	NA
AT5G11990|AT5G11990.1	AT5G11990	27	NA	NA
AT5G12880|AT5G12880.1	AT5G12880	44	NA	NA
AT5G12960|AT5G12960.1	AT5G12960	50	NA	NA
AT5G13050|AT5G13050.1	AT5G13050	25	NA	NA
AT5G13320|AT5G13320.3	AT5G13320	27	NA	NA
AT5G14000|AT5G14000.1	AT5G14000	26	NA	NA
AT5G14240|AT5G14240.1	AT5G14240	18	NA	NA
AT5G14940|AT5G14940.1	AT5G14940	45	NA	NA
AT5G15330|AT5G15330.1	AT5G15330	39	NA	NA
AT5G16220|AT5G16220.1	AT5G16220	25	NA	NA
AT5G16260|AT5G16260.1	AT5G16260	40	NA	NA
AT5G17450|AT5G17450.2	AT5G17450	28	NA	NA
AT5G17880|AT5G17880.2	AT5G17880	39	NA	NA
AT5G17910|AT5G17910.3	AT5G17910	23	NA	NA
AT5G18460|AT5G18460.1	AT5G18460	26	NA	NA
AT5G18470|AT5G18470.1	AT5G18470	53	NA	NA
AT5G19430|AT5G19430.3	AT5G19430	22	NA	NA
AT5G19875|AT5G19875.1	AT5G19875	30	NA	NA
AT5G20635|AT5G20635.1	AT5G20635	27	NA	NA
AT5G20670|AT5G20670.1	AT5G20670	34	NA	NA
AT5G21010|AT5G21010.1	AT5G21010	27	NA	NA
AT5G22050|AT5G22050.1	AT5G22050	27	NA	NA
AT5G22280|AT5G22280.3	AT5G22280	39	NA	NA
AT5G22450|AT5G22450.3	AT5G22450	27	NA	NA
AT5G22730|AT5G22730.3	AT5G22730	32	NA	NA
AT5G22770|AT5G22770.3	AT5G22770	35	NA	NA
AT5G23590|AT5G23590.2	AT5G23590	38	NA	NA
AT5G23730|AT5G23730.1	AT5G23730	25	NA	NA
AT5G23910|AT5G23910.1	AT5G23910	30	NA	NA
AT5G24360|AT5G24360.3	AT5G24360	24	NA	NA
AT5G24970|AT5G24970.3	AT5G24970	28	NA	NA
AT5G25540|AT5G25540.1	AT5G25540	21	NA	NA
AT5G25570|AT5G25570.3	AT5G25570	34	NA	NA
AT5G26610|AT5G26610.2	AT5G26610	19	NA	NA
AT5G26740|AT5G26740.1	AT5G26740	23	NA	NA
AT5G26860|AT5G26860.1	AT5G26860	26	NA	NA
AT5G26940|AT5G26940.3	AT5G26940	36	NA	NA
AT5G27640|AT5G27640.2	AT5G27640	28	NA	NA
AT5G27640|AT5G27640.3	AT5G27640	26	NA	NA
AT5G28530|AT5G28530.3	AT5G28530	33	NA	NA
AT5G35110|AT5G35110.1	AT5G35110	28	NA	NA
AT5G35180|AT5G35180.4	AT5G35180	29	NA	NA
AT5G35680|AT5G35680.3	AT5G35680	41	NA	NA
AT5G36880|AT5G36880.2	AT5G36880	20	NA	NA
AT5G37370|AT5G37370.2	AT5G37370	29	NA	NA
AT5G38510|AT5G38510.1	AT5G38510	30	NA	NA
AT5G40090|AT5G40090.1	AT5G40090	34	NA	NA
AT5G40740|AT5G40740.1	AT5G40740	33	NA	NA
AT5G41180|AT5G41180.1	AT5G41180	37	NA	NA
AT5G41770|AT5G41770.1	AT5G41770	24	NA	NA
AT5G41790|AT5G41790.1	AT5G41790	46	NA	NA
AT5G42080|AT5G42080.4	AT5G42080	31	NA	NA
AT5G42223|AT5G42223.1	AT5G42223	17	NA	NA
AT5G42280|AT5G42280.2	AT5G42280	48	NA	NA
AT5G42360|AT5G42360.1	AT5G42360	40	NA	NA
AT5G42560|AT5G42560.1	AT5G42560	37	NA	NA
